CARTRIDGE,CALIBER,G1,G7,Weight,Muzzle
7MM-08 REM: Hornady 139gr InterLock  SP,0.2840,0.0000,,139,2840
7MM-08 REM: Hornady 139gr SST ,0.2840,0.0000,,139,2830
7MM-08 REM: Hornady 139gr SST ,0.2840,0.0000,,139,2950
7MM-08 REM: Hornady 150gr ELD-X ,0.2840,0.0000,,150,2770
7MM-08 REM: Nosler 120gr BTA BT,0.2840,0.0000,,120,3000
7MM-08 REM: Nosler 140gr BTA BT,0.2840,0.0000,,140,2825
7MM-08 REM: Nosler 140gr ETA ET,0.2840,0.0000,,140,2850
7MM-08 REM: Nosler 140gr TGA AB,0.2840,0.0000,,140,2825
7MM-08 REM: Nosler 140gr WCA SB,0.2840,0.0000,,140,2825
7MM-08 REM: Nosler 150gr TGA-LR ABLR,0.2840,0.0000,,150,2750
7MM-08 REM: Remington 140gr Copper-tipped BT,0.2840,0.4290,,140,2810
7MM-08 REM: Remington 140gr Core-Lokt Pntd SP,0.2840,0.3900,,140,2860
7MM-08 REM: Remington 140gr Core-Lokt Tipped,0.2840,0.4860,,140,2860
7MM-08 REM: User Data,0.2840,0.0000,,0,0
7MM-08 REM: Winchester 140gr Ballistic Silvertip,0.2840,0.4850,,140,2770
7MM-08 REM: Winchester 140gr Extreme Point,0.2840,0.4840,,140,2800
7MM-08 REM: Winchester 140gr Power-Point,0.2840,0.3600,,140,2800
7MM-08: Fiocchi 140gr COPPER HP,0.2840,0.4000,,140,2825
7X57 MAUSER: Nosler 140gr ETA ET,0.2840,0.0000,,140,2700
7X57 MAUSER: Nosler 140gr TGA AB,0.2840,0.0000,,140,2700
7X57 MAUSER: User Data,0.2840,0.0000,,0,0
7X64 BRENNEKE: Federal 150gr Barnes Triple-Shock,0.2850,0.4080,,150,2650
7X64 BRENNEKE: Remington 140gr Core-Lokt Pntd SP,0.2850,0.0000,,140,2950
7X64 BRENNEKE: User Data,0.2850,0.0000,,0,0
7x64: Lapua 156gr Naturalis,0.2850,0.0000,,156,2756
7X64: User Data,0.2850,0.0000,,0,0
7X65R: Lapua 156gr Naturalis,0.2840,0.0000,,156,2756
7X65R: User Data,0.2840,0.0000,,0,0
8 X 57 JS: Hornady 196gr BTHP,0.3230,0.0000,,196,2500
8MM MAUSER: User Data,0.3230,0.0000,,0,0
8MM REM MAG: Nosler 180gr NCA BT,0.3230,0.0000,,180,3100
8MM REM MAG: Nosler 200gr NCA AB,0.3230,0.0000,,200,3000
8MM REM MAG: Nosler 200gr NCA PT,0.3230,0.0000,,200,3000
8MM REM MAG: User Data,0.3230,0.0000,,0,0
8X57 INFANTRY SPITZER: User Data,0.3230,0.0000,,0,0
8x57 IRS: Lapua 180gr Naturalis,0.3230,0.0000,,180,2625
8X57 IRS: User Data,0.3240,0.0000,,0,0
8x57 IS: Lapua 120gr OT,0.3230,0.0000,,120,3084
8x57 IS: Lapua 180gr Naturalis,0.3230,0.0000,,180,2690
8X57 JS MAUSER: Nosler 180gr ETA ET,0.3230,0.0000,,180,2550
8X57 JS MAUSER: Nosler 180gr NCA BT,0.3230,0.0000,,180,2575
8X57 JS MAUSER: Nosler 200gr NCA AB,0.3230,0.0000,,200,2475
8X57 JS MAUSER: User Data,0.3230,0.0000,,0,0
9X18MM MAKAROV: Hornady 95 gr TX ,0.3650,0.0000,,95 ,1000
9.3X62 MAUSER: Federal 250gr Barnes Triple-Shock,0.3660,0.3610,,250,2400
9.3X62 MAUSER: Federal 286gr Swift A-Frame,0.3660,0.3850,,286,2360
9.3X62 MAUSER: Federal 286gr Woodleigh Hydro,0.3660,0.2600,,286,2360
9.3x62 MAUSER: Lapua 185gr OT,0.3660,0.0000,,185,2772
9.3x62 MAUSER: Lapua 250gr Naturalis,0.3660,0.0000,,250,2428
9.3x62 MAUSER: Lapua 285gr Mega,0.3660,0.0000,,285,2265
9.3X62 MAUSER: Nosler 250gr ETA ET,0.3660,0.0000,,250,2425
9.3X62 MAUSER: Nosler 250gr TGA AB,0.3660,0.0000,,250,2550
9.3X62 MAUSER: Nosler 286gr SAFARI PT,0.3660,0.0000,,286,2350
9.3X62 MAUSER: Nosler 286gr SAFARI SD,0.3660,0.0000,,286,2400
9.3X62 MAUSER: User Data,0.3660,0.0000,,0,0
9.3X62MM: Hornady 286gr InterLock  SP-R,0.3660,0.0000,,286,2360
9.3X74 R: Federal 286gr Swift A-Frame,0.3660,0.3850,,286,2360
9.3X74 R: Federal 286gr Woodleigh Hydro,0.3660,0.2600,,286,2360
9.3X74 R: User Data,0.3660,0.0000,,0,0
9.3X74R: Hornady 286gr InterLock  SP-R,0.3660,0.0000,,286,2360
9MM LUGER: User Data,0.3550,0.0000,,0,0
9MM LUGER +P: Hornady 115gr MonoFlex ,0.3550,0.0000,,115,1100
9MM LUGER +P: Hornady 124gr FlexLock ,0.3550,0.0000,,124,1175
9MM LUGER +P: Hornady 124gr XTP ,0.3550,0.0000,,124,1175
9MM LUGER +P: Hornady 135gr FlexLock ,0.3550,0.0000,,135,1110
9MM LUGER +P: Hornady 138gr DGH,0.3550,0.0000,,138,1150
9MM LUGER +P: User Data,0.3550,0.0000,,0,0
9MM LUGER: Hornady 100gr FTX ,0.3550,0.0000,,100,1125
9MM LUGER: Hornady 115gr FTX ,0.3550,0.0000,,115,1135
9MM LUGER: Hornady 115gr XTP ,0.3550,0.0000,,115,1155
9MM LUGER: Hornady 124gr XTP ,0.3550,0.0000,,124,1110
9MM LUGER: Hornady 135gr FlexLock ,0.3550,0.0000,,135,1010
9MM LUGER: Hornady 147gr XTP ,0.3550,0.0000,,147,975
9MM LUGER: Hornady 147gr XTP ,0.3550,0.0000,,147,975
9MM LUGER: Remington 115gr FMJ,0.3550,0.1550,,115,1145
9MM LUGER: Remington 115gr FMJ,0.3550,0.1550,,115,1145
9MM LUGER: Remington 115gr FNEB,0.3550,0.1550,,115,1145
9MM LUGER: Remington 115gr JHP,0.3550,0.1550,,115,1145
9MM LUGER: Remington 115gr JHP,0.3550,0.1550,,115,1145
9MM LUGER: Remington 115gr JHP +P,0.3550,0.1430,,115,1250
9MM LUGER: Remington 124gr BBJHP +P,0.3550,0.1490,,124,1125
9MM LUGER: Remington 124gr BJHP,0.3550,0.1490,,124,1125
9MM LUGER: Remington 124gr BJHP +P,0.3550,0.1890,,124,1180
9MM LUGER: Remington 124gr FMJ,0.3550,0.1730,,124,1110
9MM LUGER: Remington 124gr FMJ,0.3550,0.1730,,124,1110
9MM LUGER: Remington 145gr HARD CAST,0.3550,0.1470,,145,1110
9MM LUGER: Remington 147gr BBJHP,0.3550,0.1820,,147,990
9MM LUGER: Remington 147gr FMJ,0.3550,0.1820,,147,990
9MM LUGER: Remington 147gr FNEB,0.3550,0.1820,,147,950
9MM LUGER: Remington 147gr JHP,0.3550,0.1820,,147,990
9MM LUGER: Remington 180gr FMJ,0.3550,0.1780,,180,990
